Filename, Number of Infected, Total Number, Infection Percentage
NORVerilog2/Infected/Inf_gate_level_3356_NOR.v, 4, 1416, 0.002824858757062147
NORVerilog2/Infected/Inf_gate_level_23745_NOR.v, 4, 1892, 0.0021141649048625794
NORVerilog2/Infected/Inf_gate_level_1494_NOR.v, 4, 1595, 0.0025078369905956114
NORVerilog2/Infected/Inf_gate_level_33220_NOR.v, 4, 1618, 0.002472187886279357
NORVerilog2/Infected/Inf_gate_level_38126_NOR.v, 4, 1932, 0.002070393374741201
NORVerilog2/Infected/Inf_gate_level_44740_NOR.v, 4, 471, 0.008492569002123142
NORVerilog2/Infected/Inf_gate_level_32138_NOR.v, 4, 1904, 0.0021008403361344537
NORVerilog2/Infected/Inf_gate_level_26592_NOR.v, 4, 891, 0.004489337822671156
NORVerilog2/Infected/Inf_gate_level_44715_NOR.v, 4, 2018, 0.0019821605550049554
NORVerilog2/Infected/Inf_gate_level_8437_NOR.v, 4, 1440, 0.002777777777777778
NORVerilog2/Infected/Inf_gate_level_3881_NOR.v, 4, 1900, 0.002105263157894737
NORVerilog2/Infected/Inf_gate_level_23660_NOR.v, 4, 872, 0.0045871559633027525
NORVerilog2/Infected/Inf_gate_level_22319_NOR.v, 4, 1848, 0.0021645021645021645
NORVerilog2/Infected/Inf_gate_level_8564_NOR.v, 4, 1921, 0.002082248828735034
NORVerilog2/Infected/Inf_gate_level_48110_NOR.v, 4, 1930, 0.002072538860103627
NORVerilog2/Infected/Inf_gate_level_24633_NOR.v, 4, 1127, 0.00354924578527063
NORVerilog2/Infected/Inf_gate_level_31349_NOR.v, 4, 1506, 0.0026560424966799467
NORVerilog2/Infected/Inf_gate_level_43334_NOR.v, 4, 1654, 0.0024183796856106408
NORVerilog2/Infected/Inf_gate_level_28240_NOR.v, 4, 1047, 0.0038204393505253103
NORVerilog2/Infected/Inf_gate_level_25179_NOR.v, 4, 1831, 0.002184598580010923
NORVerilog2/Infected/Inf_gate_level_21677_NOR.v, 4, 1006, 0.003976143141153081
NORVerilog2/Infected/Inf_gate_level_23926_NOR.v, 4, 1428, 0.0028011204481792717
NORVerilog2/Infected/Inf_gate_level_23684_NOR.v, 4, 1311, 0.0030511060259344014
NORVerilog2/Infected/Inf_gate_level_35625_NOR.v, 4, 1104, 0.0036231884057971015
NORVerilog2/Infected/Inf_gate_level_17299_NOR.v, 4, 287, 0.013937282229965157
NORVerilog2/Infected/Inf_gate_level_43040_NOR.v, 4, 1989, 0.002011060834590246
NORVerilog2/Infected/Inf_gate_level_33135_NOR.v, 4, 1679, 0.0023823704586063135
NORVerilog2/Infected/Inf_gate_level_18335_NOR.v, 4, 919, 0.004352557127312296
NORVerilog2/Infected/Inf_gate_level_50782_NOR.v, 4, 1777, 0.0022509848058525606
NORVerilog2/Infected/Inf_gate_level_20193_NOR.v, 4, 2012, 0.0019880715705765406
NORVerilog2/Infected/Inf_gate_level_38646_NOR.v, 4, 956, 0.0041841004184100415
NORVerilog2/Infected/Inf_gate_level_22945_NOR.v, 4, 1413, 0.0028308563340410475
NORVerilog2/Infected/Inf_gate_level_44311_NOR.v, 4, 1575, 0.0025396825396825397
NORVerilog2/Infected/Inf_gate_level_38278_NOR.v, 4, 1745, 0.002292263610315186
NORVerilog2/Infected/Inf_gate_level_39274_NOR.v, 4, 1289, 0.0031031807602792862
NORVerilog2/Infected/Inf_gate_level_32974_NOR.v, 4, 1125, 0.0035555555555555557
NORVerilog2/Infected/Inf_gate_level_39545_NOR.v, 4, 1176, 0.003401360544217687
NORVerilog2/Infected/Inf_gate_level_10255_NOR.v, 4, 1137, 0.003518029903254178
NORVerilog2/Infected/Inf_gate_level_28381_NOR.v, 4, 748, 0.0053475935828877
NORVerilog2/Infected/Inf_gate_level_47356_NOR.v, 4, 1445, 0.002768166089965398
NORVerilog2/Infected/Inf_gate_level_44913_NOR.v, 4, 355, 0.011267605633802818
NORVerilog2/Infected/Inf_gate_level_4080_NOR.v, 4, 976, 0.004098360655737705
NORVerilog2/Infected/Inf_gate_level_9023_NOR.v, 4, 2075, 0.0019277108433734939
NORVerilog2/Infected/Inf_gate_level_50950_NOR.v, 4, 1314, 0.0030441400304414
NORVerilog2/Infected/Inf_gate_level_6961_NOR.v, 4, 1388, 0.002881844380403458
NORVerilog2/Infected/Inf_gate_level_46234_NOR.v, 4, 1701, 0.0023515579071134627
NORVerilog2/Infected/Inf_gate_level_6952_NOR.v, 4, 1027, 0.0038948393378773127
NORVerilog2/Infected/Inf_gate_level_1393_NOR.v, 4, 619, 0.006462035541195477
NORVerilog2/Infected/Inf_gate_level_20075_NOR.v, 4, 620, 0.0064516129032258064
NORVerilog2/Infected/Inf_gate_level_40032_NOR.v, 4, 2578, 0.0015515903801396431
NORVerilog2/Infected/Inf_gate_level_39421_NOR.v, 4, 1438, 0.0027816411682892906
NORVerilog2/Infected/Inf_gate_level_44094_NOR.v, 4, 1450, 0.002758620689655172
NORVerilog2/Infected/Inf_gate_level_37837_NOR.v, 4, 938, 0.0042643923240938165
NORVerilog2/Infected/Inf_gate_level_3712_NOR.v, 4, 1983, 0.002017145738779627
NORVerilog2/Infected/Inf_gate_level_36126_NOR.v, 4, 480, 0.008333333333333333
NORVerilog2/Infected/Inf_gate_level_50420_NOR.v, 4, 1827, 0.0021893814997263274
NORVerilog2/Infected/Inf_gate_level_36731_NOR.v, 4, 1394, 0.0028694404591104736
NORVerilog2/Infected/Inf_gate_level_30961_NOR.v, 4, 1700, 0.002352941176470588
NORVerilog2/Infected/Inf_gate_level_29727_NOR.v, 4, 1101, 0.0036330608537693005
NORVerilog2/Infected/Inf_gate_level_47158_NOR.v, 4, 1306, 0.0030627871362940277
NORVerilog2/Infected/Inf_gate_level_51531_NOR.v, 4, 2019, 0.001981178801386825
NORVerilog2/Infected/Inf_gate_level_35958_NOR.v, 4, 827, 0.0048367593712212815
NORVerilog2/Infected/Inf_gate_level_4083_NOR.v, 4, 919, 0.004352557127312296
NORVerilog2/Infected/Inf_gate_level_21389_NOR.v, 4, 1011, 0.003956478733926805
NORVerilog2/Infected/Inf_gate_level_31945_NOR.v, 4, 958, 0.0041753653444676405
NORVerilog2/Infected/Inf_gate_level_20709_NOR.v, 4, 651, 0.006144393241167435
NORVerilog2/Infected/Inf_gate_level_33446_NOR.v, 4, 1814, 0.002205071664829107
NORVerilog2/Infected/Inf_gate_level_30158_NOR.v, 4, 944, 0.00423728813559322
NORVerilog2/Infected/Inf_gate_level_17545_NOR.v, 4, 673, 0.005943536404160475
NORVerilog2/Infected/Inf_gate_level_22404_NOR.v, 4, 1332, 0.003003003003003003
NORVerilog2/Infected/Inf_gate_level_11219_NOR.v, 4, 2118, 0.0018885741265344666
NORVerilog2/Infected/Inf_gate_level_26165_NOR.v, 4, 605, 0.006611570247933884
NORVerilog2/Infected/Inf_gate_level_5003_NOR.v, 4, 1314, 0.0030441400304414
